provider,model,strategy,question_id,n_languages,avg_language_similarity,unspecific_diversity
groq,llama-3.1-8b-instant,prefix_suffix,65,5,0.6541443467140198,0.3458556532859802
groq,llama-3.1-8b-instant,prefix_suffix,66,5,0.6958168148994446,0.3041831851005554
groq,llama-3.1-8b-instant,prefix_suffix,67,5,0.8072512745857239,0.19274872541427612
groq,llama-3.1-8b-instant,prefix_suffix,68,5,0.8931506276130676,0.10684937238693237
groq,llama-3.1-8b-instant,prefix_suffix,69,5,0.8669461011886597,0.13305389881134033
groq,llama-3.1-8b-instant,prefix_suffix,7,5,0.820405125617981,0.17959487438201904
groq,llama-3.1-8b-instant,prefix_suffix,70,5,0.8584491610527039,0.14155083894729614
groq,llama-3.1-8b-instant,prefix_suffix,71,5,0.78341144323349,0.21658855676651
groq,llama-3.1-8b-instant,prefix_suffix,72,5,0.8284969329833984,0.17150306701660156
groq,llama-3.1-8b-instant,prefix_suffix,73,5,0.8546985387802124,0.1453014612197876
groq,llama-3.1-8b-instant,prefix_suffix,74,5,0.847840428352356,0.15215957164764404
groq,llama-3.1-8b-instant,prefix_suffix,75,5,0.8544896245002747,0.14551037549972534
groq,llama-3.1-8b-instant,prefix_suffix,76,5,0.8328865170478821,0.16711348295211792
groq,llama-3.1-8b-instant,prefix_suffix,77,5,0.8717818260192871,0.1282181739807129
groq,llama-3.1-8b-instant,prefix_suffix,78,5,0.8680132031440735,0.1319867968559265
groq,llama-3.1-8b-instant,prefix_suffix,79,5,0.7343168258666992,0.2656831741333008
groq,llama-3.1-8b-instant,prefix_suffix,8,5,0.714555025100708,0.285444974899292
groq,llama-3.1-8b-instant,prefix_suffix,80,5,0.7431222796440125,0.25687772035598755
groq,llama-3.1-8b-instant,prefix_suffix,81,5,0.7103793621063232,0.28962063789367676
groq,llama-3.1-8b-instant,prefix_suffix,82,5,0.7626050114631653,0.23739498853683472
groq,llama-3.1-8b-instant,prefix_suffix,83,5,0.8837777972221375,0.11622220277786255
groq,llama-3.1-8b-instant,prefix_suffix,84,5,0.7072355151176453,0.29276448488235474
groq,llama-3.1-8b-instant,prefix_suffix,85,5,0.7002766132354736,0.29972338676452637
groq,llama-3.1-8b-instant,prefix_suffix,86,5,0.7564899325370789,0.24351006746292114
groq,llama-3.1-8b-instant,prefix_suffix,87,5,0.8333945274353027,0.16660547256469727
groq,llama-3.1-8b-instant,prefix_suffix,88,5,0.8817481994628906,0.11825180053710938
groq,llama-3.1-8b-instant,prefix_suffix,89,5,0.8368555307388306,0.16314446926116943
groq,llama-3.1-8b-instant,prefix_suffix,9,5,0.6674476265907288,0.33255237340927124
groq,llama-3.1-8b-instant,prefix_suffix,90,5,0.8135817646980286,0.18641823530197144
groq,llama-3.1-8b-instant,prefix_suffix,91,5,0.6325212717056274,0.36747872829437256
groq,llama-3.1-8b-instant,prefix_suffix,92,5,0.5704560875892639,0.4295439124107361
groq,llama-3.1-8b-instant,prefix_suffix,93,5,0.6108356714248657,0.3891643285751343
groq,llama-3.1-8b-instant,prefix_suffix,94,5,0.6268065571784973,0.3731934428215027
groq,llama-3.1-8b-instant,prefix_suffix,95,5,0.7542004585266113,0.24579954147338867
groq,llama-3.1-8b-instant,prefix_suffix,96,5,0.8496874570846558,0.15031254291534424
groq,llama-3.1-8b-instant,prefix_suffix,97,5,0.8546236753463745,0.1453763246536255
groq,llama-3.1-8b-instant,prefix_suffix,98,5,0.71949702501297,0.28050297498703003
groq,llama-3.1-8b-instant,prefix_suffix,99,5,0.720958411693573,0.279041588306427
groq,llama-3.1-8b-instant,vanilla,1,5,0.842240035533905,0.15775996446609497
groq,llama-3.1-8b-instant,vanilla,10,5,0.7296940088272095,0.2703059911727905
groq,llama-3.1-8b-instant,vanilla,100,5,0.9148120880126953,0.08518791198730469
groq,llama-3.1-8b-instant,vanilla,101,5,0.7671509981155396,0.23284900188446045
groq,llama-3.1-8b-instant,vanilla,11,5,0.8252334594726562,0.17476654052734375
groq,llama-3.1-8b-instant,vanilla,12,5,0.7922564744949341,0.20774352550506592
groq,llama-3.1-8b-instant,vanilla,13,5,0.7760902047157288,0.22390979528427124
groq,llama-3.1-8b-instant,vanilla,14,5,0.9013819694519043,0.0986180305480957
groq,llama-3.1-8b-instant,vanilla,15,5,0.723304271697998,0.27669572830200195
groq,llama-3.1-8b-instant,vanilla,16,5,0.7256345748901367,0.2743654251098633
groq,llama-3.1-8b-instant,vanilla,17,5,0.6529465317726135,0.3470534682273865
groq,llama-3.1-8b-instant,vanilla,18,5,0.7754050493240356,0.22459495067596436
groq,llama-3.1-8b-instant,vanilla,19,5,0.7702757716178894,0.2297242283821106
groq,llama-3.1-8b-instant,vanilla,2,5,0.5228074789047241,0.4771925210952759
groq,llama-3.1-8b-instant,vanilla,20,5,0.7723503112792969,0.22764968872070312
groq,llama-3.1-8b-instant,vanilla,21,5,0.7465488314628601,0.2534511685371399
groq,llama-3.1-8b-instant,vanilla,22,5,0.664784848690033,0.33521515130996704
groq,llama-3.1-8b-instant,vanilla,23,5,0.5726951360702515,0.42730486392974854
groq,llama-3.1-8b-instant,vanilla,24,5,0.5565231442451477,0.4434768557548523
groq,llama-3.1-8b-instant,vanilla,25,5,0.7747348546981812,0.22526514530181885
groq,llama-3.1-8b-instant,vanilla,26,5,0.7988244891166687,0.2011755108833313
groq,llama-3.1-8b-instant,vanilla,27,5,0.6598039865493774,0.34019601345062256
groq,llama-3.1-8b-instant,vanilla,28,5,0.7969056367874146,0.20309436321258545
groq,llama-3.1-8b-instant,vanilla,29,5,0.7282474637031555,0.2717525362968445
groq,llama-3.1-8b-instant,vanilla,3,5,0.7284489274024963,0.27155107259750366
groq,llama-3.1-8b-instant,vanilla,30,5,0.8253715634346008,0.17462843656539917
groq,llama-3.1-8b-instant,vanilla,31,5,0.6918014883995056,0.3081985116004944
groq,llama-3.1-8b-instant,vanilla,32,5,0.8719712495803833,0.1280287504196167
groq,llama-3.1-8b-instant,vanilla,33,5,0.7643018960952759,0.23569810390472412
groq,llama-3.1-8b-instant,vanilla,34,5,0.7699204683303833,0.2300795316696167
groq,llama-3.1-8b-instant,vanilla,35,5,0.8237302899360657,0.17626971006393433
groq,llama-3.1-8b-instant,vanilla,36,5,0.7170063257217407,0.2829936742782593
groq,llama-3.1-8b-instant,vanilla,37,5,0.8280156254768372,0.17198437452316284
groq,llama-3.1-8b-instant,vanilla,38,5,0.7496514916419983,0.2503485083580017
groq,llama-3.1-8b-instant,vanilla,39,5,0.7287482023239136,0.2712517976760864
groq,llama-3.1-8b-instant,vanilla,4,5,0.6849202513694763,0.3150797486305237
groq,llama-3.1-8b-instant,vanilla,40,5,0.8146663904190063,0.18533360958099365
groq,llama-3.1-8b-instant,vanilla,41,5,0.7061194777488708,0.29388052225112915
groq,llama-3.1-8b-instant,vanilla,42,5,0.7876703143119812,0.2123296856880188
groq,llama-3.1-8b-instant,vanilla,43,5,0.8452209234237671,0.1547790765762329
groq,llama-3.1-8b-instant,vanilla,44,5,0.8269706964492798,0.17302930355072021
groq,llama-3.1-8b-instant,vanilla,45,5,0.7607766389846802,0.23922336101531982
groq,llama-3.1-8b-instant,vanilla,46,5,0.8284567594528198,0.17154324054718018
groq,llama-3.1-8b-instant,vanilla,47,5,0.7007007598876953,0.2992992401123047
groq,llama-3.1-8b-instant,vanilla,48,5,0.7616145610809326,0.23838543891906738
groq,llama-3.1-8b-instant,vanilla,49,5,0.7532846331596375,0.24671536684036255
groq,llama-3.1-8b-instant,vanilla,5,5,0.7470733523368835,0.25292664766311646
groq,llama-3.1-8b-instant,vanilla,50,5,0.8550024032592773,0.14499759674072266
groq,llama-3.1-8b-instant,vanilla,51,5,0.7106064558029175,0.2893935441970825
groq,llama-3.1-8b-instant,vanilla,52,5,0.8635643720626831,0.1364356279373169
groq,llama-3.1-8b-instant,vanilla,53,5,0.8299998044967651,0.17000019550323486
groq,llama-3.1-8b-instant,vanilla,54,5,0.7580980062484741,0.24190199375152588
groq,llama-3.1-8b-instant,vanilla,55,5,0.8056928515434265,0.1943071484565735
groq,llama-3.1-8b-instant,vanilla,56,5,0.8572902679443359,0.14270973205566406
groq,llama-3.1-8b-instant,vanilla,57,5,0.7637600898742676,0.23623991012573242
groq,llama-3.1-8b-instant,vanilla,58,5,0.8369171023368835,0.16308289766311646
groq,llama-3.1-8b-instant,vanilla,59,5,0.837518572807312,0.162481427192688
groq,llama-3.1-8b-instant,vanilla,6,5,0.785144031047821,0.21485596895217896
groq,llama-3.1-8b-instant,vanilla,60,5,0.6074696779251099,0.39253032207489014
groq,llama-3.1-8b-instant,vanilla,61,5,0.7390143871307373,0.2609856128692627
groq,llama-3.1-8b-instant,vanilla,62,5,0.5706409215927124,0.4293590784072876
groq,llama-3.1-8b-instant,vanilla,63,5,0.8245266079902649,0.1754733920097351
groq,llama-3.1-8b-instant,vanilla,64,5,0.7844995260238647,0.21550047397613525
groq,llama-3.1-8b-instant,vanilla,65,5,0.6521736979484558,0.3478263020515442
groq,llama-3.1-8b-instant,vanilla,66,5,0.6729226112365723,0.32707738876342773
groq,llama-3.1-8b-instant,vanilla,67,5,0.7880827188491821,0.21191728115081787
groq,llama-3.1-8b-instant,vanilla,68,5,0.8945419192314148,0.1054580807685852
groq,llama-3.1-8b-instant,vanilla,69,5,0.9018279910087585,0.09817200899124146
groq,llama-3.1-8b-instant,vanilla,7,5,0.8399670720100403,0.16003292798995972
groq,llama-3.1-8b-instant,vanilla,70,5,0.8637178540229797,0.13628214597702026
groq,llama-3.1-8b-instant,vanilla,71,5,0.8061774373054504,0.19382256269454956
groq,llama-3.1-8b-instant,vanilla,72,5,0.780247688293457,0.21975231170654297
groq,llama-3.1-8b-instant,vanilla,73,5,0.8631033897399902,0.13689661026000977
groq,llama-3.1-8b-instant,vanilla,74,5,0.8216195106506348,0.17838048934936523
groq,llama-3.1-8b-instant,vanilla,75,5,0.857622504234314,0.14237749576568604
groq,llama-3.1-8b-instant,vanilla,76,5,0.8310343623161316,0.1689656376838684
groq,llama-3.1-8b-instant,vanilla,77,5,0.8858356475830078,0.11416435241699219
groq,llama-3.1-8b-instant,vanilla,78,5,0.7974706888198853,0.20252931118011475
groq,llama-3.1-8b-instant,vanilla,79,5,0.7643834352493286,0.2356165647506714
groq,llama-3.1-8b-instant,vanilla,8,5,0.7398346662521362,0.26016533374786377
groq,llama-3.1-8b-instant,vanilla,80,5,0.7248674631118774,0.27513253688812256
groq,llama-3.1-8b-instant,vanilla,81,5,0.675873875617981,0.32412612438201904
groq,llama-3.1-8b-instant,vanilla,82,5,0.7626398801803589,0.2373601198196411
groq,llama-3.1-8b-instant,vanilla,83,5,0.8688734173774719,0.13112658262252808
groq,llama-3.1-8b-instant,vanilla,84,5,0.6965752840042114,0.3034247159957886
groq,llama-3.1-8b-instant,vanilla,85,5,0.7979657053947449,0.20203429460525513
groq,llama-3.1-8b-instant,vanilla,86,5,0.8668379783630371,0.1331620216369629
groq,llama-3.1-8b-instant,vanilla,87,5,0.8490750193595886,0.15092498064041138
groq,llama-3.1-8b-instant,vanilla,88,5,0.8689004778862,0.13109952211380005
groq,llama-3.1-8b-instant,vanilla,89,5,0.8475708961486816,0.15242910385131836
groq,llama-3.1-8b-instant,vanilla,9,5,0.6226884722709656,0.3773115277290344
groq,llama-3.1-8b-instant,vanilla,90,5,0.8579926490783691,0.14200735092163086
groq,llama-3.1-8b-instant,vanilla,91,5,0.7646344900131226,0.23536550998687744
groq,llama-3.1-8b-instant,vanilla,92,5,0.7440121173858643,0.25598788261413574
groq,llama-3.1-8b-instant,vanilla,93,5,0.6864924430847168,0.3135075569152832
groq,llama-3.1-8b-instant,vanilla,94,5,0.6683604121208191,0.3316395878791809
groq,llama-3.1-8b-instant,vanilla,95,5,0.7725135087966919,0.2274864912033081
groq,llama-3.1-8b-instant,vanilla,96,5,0.7990676760673523,0.2009323239326477
groq,llama-3.1-8b-instant,vanilla,97,5,0.7995952367782593,0.20040476322174072
groq,llama-3.1-8b-instant,vanilla,98,5,0.8315311670303345,0.16846883296966553
groq,llama-3.1-8b-instant,vanilla,99,5,0.7639051675796509,0.23609483242034912
qwen_ollama,qwen2.5:3b,prefix_suffix,1,5,0.6326707005500793,0.36732929944992065
qwen_ollama,qwen2.5:3b,prefix_suffix,10,5,0.7338895797729492,0.2661104202270508
qwen_ollama,qwen2.5:3b,prefix_suffix,100,5,0.593733549118042,0.406266450881958
qwen_ollama,qwen2.5:3b,prefix_suffix,101,5,0.47703227400779724,0.5229677259922028
qwen_ollama,qwen2.5:3b,prefix_suffix,11,5,0.4188958704471588,0.5811041295528412
qwen_ollama,qwen2.5:3b,prefix_suffix,12,5,0.6097888350486755,0.39021116495132446
qwen_ollama,qwen2.5:3b,prefix_suffix,13,5,0.7251754999160767,0.27482450008392334
qwen_ollama,qwen2.5:3b,prefix_suffix,14,5,0.5418981909751892,0.4581018090248108
qwen_ollama,qwen2.5:3b,prefix_suffix,15,5,0.5573848485946655,0.4426151514053345
qwen_ollama,qwen2.5:3b,prefix_suffix,16,5,0.49191004037857056,0.5080899596214294
qwen_ollama,qwen2.5:3b,prefix_suffix,17,5,0.4626387655735016,0.5373612344264984
qwen_ollama,qwen2.5:3b,prefix_suffix,18,5,0.4900793433189392,0.5099206566810608
qwen_ollama,qwen2.5:3b,prefix_suffix,19,5,0.3810550570487976,0.6189449429512024
qwen_ollama,qwen2.5:3b,prefix_suffix,2,5,0.4081776738166809,0.5918223261833191
qwen_ollama,qwen2.5:3b,prefix_suffix,20,5,0.44308048486709595,0.556919515132904
qwen_ollama,qwen2.5:3b,prefix_suffix,21,5,0.4885309338569641,0.5114690661430359
qwen_ollama,qwen2.5:3b,prefix_suffix,22,5,0.38977929949760437,0.6102207005023956
qwen_ollama,qwen2.5:3b,prefix_suffix,23,5,0.3977188766002655,0.6022811233997345
qwen_ollama,qwen2.5:3b,prefix_suffix,24,5,0.6558703184127808,0.34412968158721924
qwen_ollama,qwen2.5:3b,prefix_suffix,25,5,0.4539458751678467,0.5460541248321533
qwen_ollama,qwen2.5:3b,prefix_suffix,26,5,0.6755331754684448,0.3244668245315552
qwen_ollama,qwen2.5:3b,prefix_suffix,27,5,0.45899882912635803,0.541001170873642
qwen_ollama,qwen2.5:3b,prefix_suffix,28,5,0.6535864472389221,0.3464135527610779
qwen_ollama,qwen2.5:3b,prefix_suffix,29,5,0.5643340349197388,0.43566596508026123
qwen_ollama,qwen2.5:3b,prefix_suffix,3,5,0.5302320718765259,0.4697679281234741
qwen_ollama,qwen2.5:3b,prefix_suffix,30,5,0.3780592978000641,0.6219407021999359
qwen_ollama,qwen2.5:3b,prefix_suffix,31,5,0.493987500667572,0.506012499332428
qwen_ollama,qwen2.5:3b,prefix_suffix,32,5,0.745591402053833,0.254408597946167
qwen_ollama,qwen2.5:3b,prefix_suffix,33,5,0.5334370732307434,0.4665629267692566
qwen_ollama,qwen2.5:3b,prefix_suffix,34,5,0.7197073101997375,0.28029268980026245
qwen_ollama,qwen2.5:3b,prefix_suffix,35,5,0.5971439480781555,0.4028560519218445
qwen_ollama,qwen2.5:3b,prefix_suffix,36,5,0.5543442964553833,0.4456557035446167
qwen_ollama,qwen2.5:3b,prefix_suffix,37,5,0.7221437096595764,0.2778562903404236
qwen_ollama,qwen2.5:3b,prefix_suffix,38,5,0.5119132995605469,0.4880867004394531
qwen_ollama,qwen2.5:3b,prefix_suffix,39,5,0.5481408834457397,0.45185911655426025
qwen_ollama,qwen2.5:3b,prefix_suffix,4,5,0.5673606991767883,0.43263930082321167
qwen_ollama,qwen2.5:3b,prefix_suffix,40,5,0.556896984577179,0.44310301542282104
qwen_ollama,qwen2.5:3b,prefix_suffix,41,5,0.33068913221359253,0.6693108677864075
qwen_ollama,qwen2.5:3b,prefix_suffix,42,5,0.6236147284507751,0.37638527154922485
qwen_ollama,qwen2.5:3b,prefix_suffix,43,5,0.754403829574585,0.24559617042541504
qwen_ollama,qwen2.5:3b,prefix_suffix,44,5,0.5552782416343689,0.4447217583656311
qwen_ollama,qwen2.5:3b,prefix_suffix,45,5,0.639836311340332,0.36016368865966797
qwen_ollama,qwen2.5:3b,prefix_suffix,46,5,0.4509400725364685,0.5490599274635315
qwen_ollama,qwen2.5:3b,prefix_suffix,47,5,0.5175895690917969,0.4824104309082031
qwen_ollama,qwen2.5:3b,prefix_suffix,48,5,0.5627400279045105,0.4372599720954895
qwen_ollama,qwen2.5:3b,prefix_suffix,49,5,0.4990740716457367,0.5009259283542633
qwen_ollama,qwen2.5:3b,prefix_suffix,5,5,0.6143237352371216,0.3856762647628784
qwen_ollama,qwen2.5:3b,prefix_suffix,50,5,0.4761500358581543,0.5238499641418457
qwen_ollama,qwen2.5:3b,prefix_suffix,51,5,0.6306815147399902,0.36931848526000977
qwen_ollama,qwen2.5:3b,prefix_suffix,52,5,0.6980401277542114,0.3019598722457886
qwen_ollama,qwen2.5:3b,prefix_suffix,53,5,0.8215314149856567,0.17846858501434326
qwen_ollama,qwen2.5:3b,prefix_suffix,54,5,0.5511800050735474,0.44881999492645264
qwen_ollama,qwen2.5:3b,prefix_suffix,55,5,0.558128297328949,0.441871702671051
qwen_ollama,qwen2.5:3b,prefix_suffix,56,5,0.7970771193504333,0.20292288064956665
qwen_ollama,qwen2.5:3b,prefix_suffix,57,5,0.49612388014793396,0.503876119852066
qwen_ollama,qwen2.5:3b,prefix_suffix,58,5,0.512384295463562,0.487615704536438
qwen_ollama,qwen2.5:3b,prefix_suffix,59,5,0.6674498319625854,0.33255016803741455
qwen_ollama,qwen2.5:3b,prefix_suffix,6,5,0.66905677318573,0.33094322681427
qwen_ollama,qwen2.5:3b,prefix_suffix,60,5,0.6600617170333862,0.33993828296661377
qwen_ollama,qwen2.5:3b,prefix_suffix,61,5,0.5769020915031433,0.4230979084968567
qwen_ollama,qwen2.5:3b,prefix_suffix,62,5,0.5091150403022766,0.4908849596977234
qwen_ollama,qwen2.5:3b,prefix_suffix,63,5,0.546584963798523,0.45341503620147705
qwen_ollama,qwen2.5:3b,prefix_suffix,64,5,0.46929454803466797,0.530705451965332
qwen_ollama,qwen2.5:3b,prefix_suffix,65,5,0.44759854674339294,0.5524014532566071
qwen_ollama,qwen2.5:3b,prefix_suffix,66,5,0.5000790357589722,0.49992096424102783
qwen_ollama,qwen2.5:3b,prefix_suffix,67,5,0.7717865705490112,0.22821342945098877
qwen_ollama,qwen2.5:3b,prefix_suffix,68,5,0.9538852572441101,0.04611474275588989
qwen_ollama,qwen2.5:3b,prefix_suffix,69,5,0.5432193875312805,0.4567806124687195
qwen_ollama,qwen2.5:3b,prefix_suffix,7,5,0.6164506673812866,0.3835493326187134
qwen_ollama,qwen2.5:3b,prefix_suffix,70,5,0.5595712661743164,0.4404287338256836
qwen_ollama,qwen2.5:3b,prefix_suffix,71,5,0.5835851430892944,0.41641485691070557
qwen_ollama,qwen2.5:3b,prefix_suffix,72,5,0.5784035921096802,0.4215964078903198
qwen_ollama,qwen2.5:3b,prefix_suffix,73,5,0.8825356364250183,0.11746436357498169
qwen_ollama,qwen2.5:3b,prefix_suffix,74,5,0.784025251865387,0.21597474813461304
qwen_ollama,qwen2.5:3b,prefix_suffix,75,5,0.7328240275382996,0.26717597246170044
qwen_ollama,qwen2.5:3b,prefix_suffix,76,5,0.7510427236557007,0.24895727634429932
qwen_ollama,qwen2.5:3b,prefix_suffix,77,5,0.4730106294155121,0.5269893705844879
qwen_ollama,qwen2.5:3b,prefix_suffix,78,5,0.6475644111633301,0.3524355888366699
qwen_ollama,qwen2.5:3b,prefix_suffix,79,5,0.6463987827301025,0.35360121726989746
qwen_ollama,qwen2.5:3b,prefix_suffix,8,5,0.40624672174453735,0.5937532782554626
qwen_ollama,qwen2.5:3b,prefix_suffix,80,5,0.59766685962677,0.40233314037323
qwen_ollama,qwen2.5:3b,prefix_suffix,81,5,0.9484626650810242,0.05153733491897583
qwen_ollama,qwen2.5:3b,prefix_suffix,82,5,0.7966353297233582,0.20336467027664185
qwen_ollama,qwen2.5:3b,prefix_suffix,83,5,0.5020846128463745,0.4979153871536255
qwen_ollama,qwen2.5:3b,prefix_suffix,84,5,0.6184796094894409,0.3815203905105591
qwen_ollama,qwen2.5:3b,prefix_suffix,85,5,0.7575743794441223,0.24242562055587769
qwen_ollama,qwen2.5:3b,prefix_suffix,86,5,0.5415889024734497,0.4584110975265503
qwen_ollama,qwen2.5:3b,prefix_suffix,87,5,0.655380129814148,0.34461987018585205
qwen_ollama,qwen2.5:3b,prefix_suffix,88,5,0.7316256761550903,0.26837432384490967
qwen_ollama,qwen2.5:3b,prefix_suffix,89,5,0.6243419051170349,0.3756580948829651
qwen_ollama,qwen2.5:3b,prefix_suffix,9,5,0.4759485125541687,0.5240514874458313
qwen_ollama,qwen2.5:3b,prefix_suffix,90,5,0.7564657926559448,0.24353420734405518
qwen_ollama,qwen2.5:3b,prefix_suffix,91,5,0.46548229455947876,0.5345177054405212
qwen_ollama,qwen2.5:3b,prefix_suffix,92,5,0.46700185537338257,0.5329981446266174
qwen_ollama,qwen2.5:3b,prefix_suffix,93,5,0.4928048551082611,0.5071951448917389
qwen_ollama,qwen2.5:3b,prefix_suffix,94,5,0.5489473342895508,0.4510526657104492
qwen_ollama,qwen2.5:3b,prefix_suffix,95,5,0.3549094498157501,0.6450905501842499
qwen_ollama,qwen2.5:3b,prefix_suffix,96,5,0.5770713090896606,0.42292869091033936
qwen_ollama,qwen2.5:3b,prefix_suffix,97,5,0.508588969707489,0.491411030292511
qwen_ollama,qwen2.5:3b,prefix_suffix,98,5,0.5717216730117798,0.4282783269882202
qwen_ollama,qwen2.5:3b,prefix_suffix,99,5,0.7145331501960754,0.28546684980392456
qwen_ollama,qwen2.5:3b,vanilla,1,5,0.6784845590591431,0.32151544094085693
qwen_ollama,qwen2.5:3b,vanilla,10,5,0.8208829164505005,0.1791170835494995
qwen_ollama,qwen2.5:3b,vanilla,100,5,0.7274314165115356,0.27256858348846436
